text,created_at,retweet_count,favorite_count,is_retweet,id_str
Millions of Americans lost jobs and homes in the 2008 crash. A man who hoped for it has no business being president.https://t.co/tnngHOd1gj,5/24/2016 13:42,2215,2941,FALSE,7.35104E+17
There's so much more that unites us than divides us. It's time to come together to stop Donald Trump. https://t.co/aPDfBHHCaU,5/24/2016 2:09,3971,8979,FALSE,7.34929E+17
We can't defeat ISIS with bigotry and bluster. https://t.co/qyQ2AR9AkH,5/23/2016 22:20,725,1668,FALSE,7.34872E+17
A Donald Trump presidency would pull us backward on nearly every issue we care about.We can't let that happen.https://t.co/Ahc2uumjEI,5/23/2016 21:08,1770,3775,FALSE,7.34854E+17
The lesson of our history through good times and hard times is that we’re stronger together. —Hillary https://t.co/Cc6RChzCqE,5/23/2016 18:26,1521,4065,FALSE,7.34813E+17
“The only thing standing between Donald Trump and the Oval Office is all of us.” —Hillary,5/23/2016 18:21,1631,3531,FALSE,7.34812E+17
If fighting for equal pay paid family leave and affordable child care is playing the 'woman card' then deal me in —Hillary to the @SEIU,5/23/2016 18:18,1222,3238,FALSE,7.34811E+17
Donald Trump thinks Americans are being paid too much and has hired union-busting firms to break up organizing campaigns on his properties.,5/23/2016 18:13,1248,2089,FALSE,7.34809E+17
The labor movement pioneered the basic bargain that made America great: If you work hard and do your part you should be able to get ahead.,5/23/2016 17:58,850,1884,FALSE,7.34806E+17
You are often unsung heroes. And I want you to know this: Your fights are my fights. —Hillary to @SEIU members in Detroit,5/23/2016 17:54,506,1268,FALSE,7.34805E+17
Tune in to watch Hillary address the 2016 @SEIU International Convention. https://t.co/hAfimAPdjx https://t.co/bU342z6v3K,5/23/2016 17:49,340,772,FALSE,7.34804E+17
@MaryKayHenry Nobody knows better than unions that we’re stronger together. Honored to join you all in the fight for working families.,5/23/2016 16:59,165,268,FALSE,7.34791E+17
Unions helped build the middle class so when Republicans attack unions they're attacking millions of Americans. https://t.co/lNCI06tYTm,5/23/2016 13:10,2283,5313,FALSE,7.34733E+17
She taught me resilience courage and the power of love and kindness. —Hillary on her momhttps://t.co/0zuTHYM1B4,5/23/2016 1:19,1662,4014,FALSE,7.34554E+17
There are too many parents across the country with stories like this one.https://t.co/DACIoi6xSi,5/22/2016 22:18,1484,3537,FALSE,7.34509E+17
Education should be about building a brighter future not a lifetime of debt. https://t.co/xAk392JIAt,5/22/2016 20:06,1120,2394,FALSE,7.34476E+17
"“Mentiroso"" ""fraude"" “xenófobo"" y otras cosas que líderes republicanos dicen sobre Trump. https://t.co/QnPOgws3F7",5/22/2016 17:52,512,909,FALSE,7.34442E+17
Do all the good you can for all the people you can for as long as you can. https://t.co/Ei8yn8ikUg,5/22/2016 15:01,4275,11757,FALSE,7.34399E+17
Unlike Donald Trump I will not pander to the gun lobby. We will not be silenced and we will not be intimidated. —Hillary,5/22/2016 0:50,3096,7989,FALSE,7.34185E+17
I believe we have a moral obligation…to stand up against systematic racism. —Hillary at the @TTMFoundation dinner,5/22/2016 0:43,1701,4240,FALSE,7.34183E+17
These moms want to make sure no other family has to lose a child to senseless violence. https://t.co/h8H9EWc1qo,5/21/2016 22:57,1800,3377,FALSE,7.34156E+17
"We can't accept this as ""normal."" #StopGunViolence https://t.co/RGJE1BuGim",5/21/2016 22:07,2327,4040,FALSE,7.34144E+17
Para muchos los ingresos ya no rinden tanto como antes. https://t.co/LDgXCjGSpw,5/21/2016 21:07,656,1229,FALSE,7.34128E+17
This week Donald Trump proved just how dangerous he'd be as president. https://t.co/wu18YIWuRh,5/21/2016 20:05,2912,6248,FALSE,7.34113E+17
Donald Trump is questioning Hillary's qualifications to be president. Let's dig into that.https://t.co/YQ13ORvxlk,5/21/2016 18:08,4040,6968,FALSE,7.34083E+17
Too many moms have to go back to work too soon after giving birth.https://t.co/aYxAdmuSAJ,5/21/2016 12:37,1283,3035,FALSE,7.34E+17
Hillary Clinton tiene un plan para que todos puedan salir adelante. https://t.co/QaW4GZHAoH,5/21/2016 1:38,535,1088,FALSE,7.33834E+17
Republican lawmakers in Oklahoma voted to make it a felony to perform an abortion: https://t.co/JPtKu7jJ4U,5/21/2016 0:22,768,1356,FALSE,7.33815E+17
Hillary nerds out with a nurse in New Jersey. https://t.co/ALUsGsmkRqhttps://t.co/89r91aZeZt,5/20/2016 22:03,1150,2501,FALSE,7.3378E+17
The United States presidency requires steadiness as well as strength and smarts.Donald Trump is not qualified. https://t.co/04viDbO5fV,5/20/2016 21:16,1882,3960,FALSE,7.33768E+17
You're wrong @realDonaldTrump. We can uphold Second Amendment rights while preventing senseless gun violence. https://t.co/G7g1AdZWCA,5/20/2016 20:31,5447,11079,FALSE,7.33757E+17
Congratulations on becoming a U.S. citizen Alicia. Enjoy casting that vote. https://t.co/jewmwZrrOA,5/20/2016 17:24,1672,4183,FALSE,7.3371E+17
We need a president who will unite leaders around the world to defeat ISIS not one who insults and alienates them. https://t.co/4RoN9h0U90,5/20/2016 17:12,1778,3507,FALSE,7.33707E+17
Dear CongressLet's get this done.ThanksThe vast majority of Americans https://t.co/23ND36tFFm,5/20/2016 16:21,2473,5908,FALSE,7.33694E+17
Is Hillary qualified to be president?Take this helpful quiz to find out: https://t.co/8ynWmTYI8j,5/20/2016 14:02,551,1422,FALSE,7.33659E+17
An estimated 1 in 4 people in Puerto Rico could get Zika this year.Here's what we can do to combat this threat: https://t.co/xABxLScUyr,5/20/2016 13:11,667,1016,FALSE,7.33646E+17
A candidate who roots for his own gain at the expense of American families isn't just heartless. He's disqualified. https://t.co/1C9kJ9ic0N,5/20/2016 3:39,2189,3653,FALSE,7.33502E+17
Donald Trump's plan to ban Muslims from entering the United States will make defeating terrorists more difficult.https://t.co/4RoN9gJiKq,5/20/2016 2:19,1761,3369,FALSE,7.33482E+17
Investing in the health and education of women...is essential to improving global prosperity. —Hillary #TBThttps://t.co/eCSnOxplb7,5/20/2016 0:42,1597,3278,FALSE,7.33458E+17
"If you cite supporting torture and hosting pageants as foreign policy ""qualifications"" your definition needs work. https://t.co/3JbmzuxEK5",5/20/2016 0:04,2412,4536,FALSE,7.33448E+17
Un recordatorio importante. https://t.co/X2mYv1lOZK,5/19/2016 22:53,397,727,FALSE,7.3343E+17
The safety of our kids is more important than the interests of the NRA. Our leaders should act like it. https://t.co/Rg3OcMf1Mc,5/19/2016 21:04,2733,6371,FALSE,7.33403E+17
El voto del Senado hoy sobre Zika es un paso importante para combatirlo—pero no es suficiente. Los republicanos deberían aprobar presupuesto,5/19/2016 19:39,304,581,FALSE,7.33381E+17
"Question: ""Do you think Donald Trump is qualified to be president?""""No I do not."" —Hillaryhttps://t.co/04viDc5G7t",5/19/2016 18:58,1929,3880,FALSE,7.33371E+17
Everybody gets knocked down in life. The real test is whether you get back up dust yourself off and keep going. —Hillary,5/19/2016 18:11,1540,3100,FALSE,7.3336E+17
Trump took out a field that couldn’t criticize him on issues because they fundamentally agreed with him. —Hillary on the GOP primary,5/19/2016 18:10,885,2193,FALSE,7.33359E+17
“I’m going after him exactly on those issues and statements that are divisive and dangerous.” —Hillary on @realDonaldTrump,5/19/2016 18:07,628,1588,FALSE,7.33358E+17
The threat that Donald Trump poses is so dramatic to our country to our democracy. —Hillary on @CNN,5/19/2016 18:03,816,1877,FALSE,7.33358E+17
I know how hard this job is. You need steadiness as well as strength and smarts... Donald Trump is not qualified. —Hillary on @CNN,5/19/2016 17:59,1025,2365,FALSE,7.33356E+17
"When you run for president of the United States the entire world is watching.” —Hillary on @realDonaldTrump's dangerous rhetoric,05-19-2016 17:57:43,756,2055,false,733355972626907137
Do you think Donald Trump is qualified to be president?"" —@ChrisCuomo""No I do not."" —Hillary",5/19/2016 17:55,1109,2562,FALSE,7.33356E+17
It sends a message of disrespect and makes the situation inside those countries more difficult. —Hillary on Trump's anti-Muslim rhetoric,5/19/2016 17:53,809,2080,FALSE,7.33355E+17
We have to put everything we can toward the goal of defeating ISIS protecting ourselves our friends and our partners. —Hillary on @CNN,5/19/2016 17:51,538,1664,FALSE,7.33354E+17
We can't sit by while extreme politicians attack women's basic rights. Not only is this unconstitutional—it's wrong. https://t.co/nhCWgRIWKX,5/19/2016 17:40,2102,3444,FALSE,7.33352E+17
Today's Senate vote is a necessary step to combat the spread of Zika—but it's not enough. Republicans in Congress should fully fund this. -H,5/19/2016 16:13,868,2231,FALSE,7.3333E+17
Donald Trump named 11 judges he would consider nominating to the Supreme Court.Here's what's at stake. https://t.co/Ft3TmCeeEA,5/19/2016 15:46,565,905,FALSE,7.33323E+17
Speaking is hard for me but come January I want to say these two words: Madam President. —@GabbyGiffordshttps://t.co/3nZ5SkCbYP,5/19/2016 15:15,1738,4118,FALSE,7.33315E+17
… y solo es miércoles. https://t.co/ZWwByVX2vm,5/19/2016 0:58,365,702,FALSE,7.33099E+17
Two Kentucky churches came together for a special service.https://t.co/z8EIRnvV0j,5/19/2016 0:12,789,1961,FALSE,7.33088E+17
(It's only Wednesday.) https://t.co/IPkbU8xdaw,5/18/2016 23:22,2100,3509,FALSE,7.33075E+17
Los trabajadores no han recibido un aumento en años—Hillary tiene un plan para subir los salarios. https://t.co/ODUmS9rO2p,5/18/2016 22:11,368,800,FALSE,7.33058E+17
America has always been about working together to get things done. https://t.co/hO6931hVwb,5/18/2016 21:14,1822,4756,FALSE,7.33043E+17
The first openly gay leader of a U.S. military branch—a milestone we can all be proud of. Congrats @SECARMY.  https://t.co/nRwZUuRIKv,5/18/2016 20:13,1178,3019,FALSE,7.33028E+17
.@realDonaldTrump doesn't want you to see what's in his tax returns. Wonder why that could be?https://t.co/2eru1Sxoek,5/18/2016 19:31,1563,2556,FALSE,7.33017E+17
Thank you @POTUS for making sure millions of Americans receive the overtime pay they deserve. -H https://t.co/R5degrzUMT,5/18/2016 17:49,1078,2576,FALSE,7.32992E+17
Let's make it easier to raise a family in America. https://t.co/aoTlReHn6M https://t.co/C1gPS8uITf,5/18/2016 14:54,1013,2069,FALSE,7.32947E+17
It's middle-class families that need a raise—not millionaires and billionaires. https://t.co/1rTh78IFs2,5/18/2016 13:27,813,1544,FALSE,7.32926E+17
Thanks for having our back Kentucky. https://t.co/JW6ecXFOL2,5/18/2016 3:51,1300,5139,FALSE,7.32781E+17
Hillary just won Kentucky but this election is just getting started. Chip in now if you've got her back: https://t.co/8qYPHIje8I,5/18/2016 3:12,884,2847,FALSE,7.32771E+17
We just won Kentucky! Thanks to everyone who turned out. We’re always stronger united. https://t.co/8qYPHIje8I https://t.co/elNUP4nFoO,5/18/2016 2:39,3752,10572,FALSE,7.32762E+17
Latest reckless idea from Trump: gut rules on Wall Street and leave middle-class families out to dry. https://t.co/MXXH9JmfQj,5/17/2016 23:04,1124,1657,FALSE,7.32708E+17
On the International Day Against Homophobia and Transphobia let's recommit to ending violence and hate against LGBT people worldwide.,5/17/2016 22:28,2930,6328,FALSE,7.32699E+17
For too many families paychecks aren't stretching as far as they used to. Let's change that. https://t.co/mOoR9HnVlX,5/17/2016 21:08,1764,4587,FALSE,7.32679E+17
Who benefits from Trump's tax plan?Billionaires—and millionaires like him. https://t.co/COJ4TPXvm2 https://t.co/o0V6GAgBsM,5/17/2016 19:57,1243,1894,FALSE,7.32661E+17
62 years after Brown v. Board we still have too many segregated schools. We have to ensure equal opportunity for all of our kids.,5/17/2016 16:59,1290,3399,FALSE,7.32617E+17
Does Trump pay his fair share in taxes? As long as he keeps refusing to release his tax returns voters won't know. https://t.co/ZbMZy6KtX2,5/17/2016 15:25,1502,2301,FALSE,7.32593E+17
It's Primary Day for Kentucky and Oregon. RT this if you’re voting for Hillary. https://t.co/E5GyPU0GTI,5/17/2016 14:11,1874,4101,FALSE,7.32574E+17
Being president isn't like being on a reality show.We can't afford a candidate who treats it like one. https://t.co/48MePwjHh9,5/17/2016 2:07,3666,6297,FALSE,7.32392E+17
Making it harder to vote goes against everything we stand for as Americans. Why would you brag about it? https://t.co/6sTKwRA1PG,5/17/2016 0:54,1361,2512,FALSE,7.32374E+17
Conoce cómo Hillary ha luchado durante varias décadas por las familias mujeres y niños. https://t.co/UsOmgcNCJa https://t.co/OqKQnk6EYv,5/17/2016 0:40,465,1053,FALSE,7.3237E+17
We’ve got to stop giving companies incentives to move jobs overseas. https://t.co/ma8QY5STT6 #MadeInAmerica https://t.co/WD37SnqXM3,5/16/2016 23:32,795,1937,FALSE,7.32353E+17
Every woman no matter where she works deserves birth control coverage. This shouldn't be a question. #SCOTUS -H,5/16/2016 21:47,2171,5388,FALSE,7.32327E+17
"Trump empezó su campaña diciendo que los mexicanos son ""violadores"" y traen “drogas” y “crimen”.No se ha detenido. https://t.co/NjrH9dXxlU",5/16/2016 20:52,681,833,FALSE,7.32313E+17
Whenever you read about Trump's reckless foreign policy imagine him in the Situation Room. https://t.co/vnzOi68NNz https://t.co/ruLhpqgEqJ,5/16/2016 18:32,1031,1605,FALSE,7.32278E+17
The American auto industry just had its best year ever. So yes we can bring American manufacturing back. https://t.co/rf3YV1dEic,5/16/2016 17:38,1878,4951,FALSE,7.32264E+17
Every presidential nominee since 1976 has released their tax returns but Trump has refused.https://t.co/yA5xukG8x5,5/16/2016 14:17,3293,4637,FALSE,7.32213E+17
“In politics and in life ignorance is not a virtue.” —@POTUS https://t.co/3MGECPKU2e,5/16/2016 3:07,3915,6635,FALSE,7.32045E+17
Implementar la idea [de Trump] a los Estados Unidos destruiría la economía —@VoxDotComhttps://t.co/5ADNub4pnm,5/16/2016 0:24,716,1102,FALSE,7.32004E+17
Incomes haven’t gone up for most Americans in about 15 years. We’ve got to fix that. https://t.co/e33YsAu1Ed,5/15/2016 23:16,1819,5687,FALSE,7.31987E+17
What can we do for women that doesn't make them a liability because they're pregnant?https://t.co/efpa6w3KOG,5/15/2016 19:13,1631,3712,FALSE,7.31925E+17
8 ways we can give middle-class families a raise not one of which is cutting taxes for billionaires. https://t.co/CUwoepzAVH,5/15/2016 14:25,1643,3333,FALSE,7.31853E+17
Hillary was @Wellesley's first student commencement speaker in 1969. Read the speech: https://t.co/fMeBLt3yh1 https://t.co/Nl1rebbrwn,5/14/2016 23:48,1597,3375,FALSE,7.31632E+17
Made a new friend in Ohio.https://t.co/a5eq9TuHn1,5/14/2016 21:51,1412,3460,FALSE,7.31603E+17
Worried about a Trump presidency? Here are four things you can do to prevent it: https://t.co/WS7zALCFu4,5/14/2016 18:06,1078,1900,FALSE,7.31546E+17
FACT: Donald Trump would force schools to allow guns in classrooms on his first day in office. https://t.co/Y1YSjDDUXC,5/14/2016 13:53,1775,2234,FALSE,7.31483E+17
Donald Trump wants to spend $3 trillion (yes with a T) on tax cuts for people like him. https://t.co/UjYpjnCK8W https://t.co/Kn5Adb8w3X,5/13/2016 23:55,2218,2777,FALSE,7.31272E+17
We've got to do everything we can to make it easier for people like Frankie to reach their potential. https://t.co/BB0g7tLEjZ,5/13/2016 21:37,543,1481,FALSE,7.31237E+17
Happening now → join @HFA senior policy advisors (and working moms) for a Q&amp;A on child care and work/life balance: https://t.co/DNtiGUWBzy,5/13/2016 19:27,412,973,FALSE,7.31204E+17
We can do a lot to help working parents. Join a Facebook Q&amp;A on Hillary's new child care plan at 3pm ET: https://t.co/DNtiGUWBzy,5/13/2016 18:26,366,934,FALSE,7.31189E+17
The annual cost of child care is higher than a year’s tuition at the average 4 year public college. —@glamourmag https://t.co/h7RlI9EVVg,5/13/2016 16:06,685,1358,FALSE,7.31154E+17
It's a simple idea: Those who have benefited the most from our economy should pay their fair share in taxes. https://t.co/2nSFZtgYFJ,5/13/2016 14:06,2425,5689,FALSE,7.31124E+17
“You’re gonna make the same if you do as good a job.” —Donald Trump on women and equal pay https://t.co/lHF3KRLqvs,5/13/2016 13:05,907,1512,FALSE,7.31108E+17
"Even Republicans can't come to terms with the idea of ""President Trump."" https://t.co/MPLsSpDxiO",5/13/2016 2:58,1447,2809,FALSE,7.30955E+17
You can tell a lot about someone by the company they keep. https://t.co/JXSzLwUlnP,5/13/2016 2:03,1022,1678,FALSE,7.30942E+17
"Hillary's advice to @Wellesley graduates in 1992: ""Throw yourself into the world and make your voice count."" #TBThttps://t.co/7DjeqWCHDW",5/13/2016 0:59,1404,2976,FALSE,7.30925E+17
Nurses care for our families like their own. It's time we returned the favor. #InternationalNursesDay https://t.co/dqC6cqTiHg,5/13/2016 0:01,1959,4603,FALSE,7.30911E+17
Who benefits from Donald Trump's tax plan? Billionaires like Donald Trump. https://t.co/mslA0AkgwY https://t.co/PJUzwELXGK,5/12/2016 22:12,1256,2048,FALSE,7.30883E+17
I don’t want Americans to feel left out and left behind. I want the American Dream to be alive and well. —Hillaryhttps://t.co/Jds9AWz2Xw,5/12/2016 21:05,1590,3540,FALSE,7.30867E+17
Trump stood by his proposed Muslim ban just last week. Now he's trying to backpedal. Don't let him.https://t.co/rILrbZpIrJ,5/12/2016 18:11,2146,3168,FALSE,7.30823E+17
Sybrina you and all mothers of gun violence victims have taught us hate will never win. Thinking of you today. https://t.co/FnsaKtq1hd -H,5/12/2016 17:21,1492,2476,FALSE,7.3081E+17
We want to bring unity to the Republican party. —@realDonaldTrumpGood luck with that.https://t.co/MPLsSpV8am,5/12/2016 16:42,1100,2136,FALSE,7.308E+17
I’ve been called many things by many people. 'Quitter' is not one of them. #TBT https://t.co/wUjSOxc85I,5/12/2016 15:12,786,2066,FALSE,7.30778E+17
80% of a child's brain is formed before the age of 3. Early childhood education could not be more important. https://t.co/LEMKTbqfob,5/12/2016 14:12,3244,8553,FALSE,7.30763E+17
Donald Trump has released just one detailed proposal: a tax plan written by billionaires for billionaires.https://t.co/GX13ND67zV,5/12/2016 13:08,1703,2917,FALSE,7.30746E+17
I am the king of debt I do love debt I love playing with it. —@RealDonaldTrump https://t.co/ssVajpX6Yf,5/12/2016 2:28,1699,2419,FALSE,7.30585E+17
Under Trump's tax plan the wealthiest 0.1% of Americans would get more tax relief than the bottom 60% combined. https://t.co/xL95NA3Ofn,5/12/2016 1:29,1260,1601,FALSE,7.30571E+17
This election isn’t a reality show.https://t.co/48MePw25Sz,5/12/2016 0:37,2070,3030,FALSE,7.30558E+17
It’s hard to imagine how we’re going to lift up families if we don't raise the national minimum wage. https://t.co/mibNHBnv65,5/11/2016 23:41,2030,4564,FALSE,7.30543E+17
Trump's policies that affect women are even more offensive than his comments on women—and that's saying something.https://t.co/YfUdtygL4h,5/11/2016 23:12,2154,3184,FALSE,7.30536E+17
Donald Trump's tax plan:1. Cut taxes for the wealthiest Americans2. Saddle the rest of the country with the debthttps://t.co/xL95NA3Ofn,5/11/2016 19:40,1040,1534,FALSE,7.30483E+17
When women are paid less they're also short-changed in saving for retirement and contributing to Social Security. We've got to change this.,5/11/2016 18:31,2197,4896,FALSE,7.30465E+17
[The LGBT community's] progress is not only safe in her hands it will continue. —@washblade endorsing Hillary: https://t.co/CHegOe0aG5,5/11/2016 17:39,775,1465,FALSE,7.30452E+17
Millions of families struggle to afford quality child care.It's time they got some help.https://t.co/N5ybZ5qa84,5/11/2016 16:31,641,1394,FALSE,7.30435E+17
It's been a banner week for @realDonaldTrump... https://t.co/u9Qmw3Z8Ri,5/11/2016 15:30,524,852,FALSE,7.3042E+17
We need to raise the minimum wage lift millions of families out of poverty and make the economy work for everyone. https://t.co/FC5Cg6qRMI,5/11/2016 12:57,1860,4916,FALSE,7.30381E+17
In many states child care is even more expensive than college tuition. Let's make it affordable for every family. https://t.co/LwuI8uF6G7,5/11/2016 2:21,1980,6098,FALSE,7.30221E+17
Detroit's public schools are in crisis and we need solutions that include teachers and parents: https://t.co/iIuMyZk6Md -H,5/10/2016 23:34,638,1287,FALSE,7.30179E+17
If Trump had his way the federal minimum wage would be $0. https://t.co/gVa1Mlrj3X,5/10/2016 23:08,656,1090,FALSE,7.30173E+17
Cuatro cosas que puedes hacer ahora mismo para evitar una presidencia de Trump. https://t.co/QSUjt6kboI,5/10/2016 22:09,531,835,FALSE,7.30158E+17
Enough is enough. It’s time we make quality child care affordable for all working families. —Hillary,5/10/2016 20:19,933,2660,FALSE,7.3013E+17
While families are struggling to pay for child care Donald Trump actually argued that Americans are being paid too much.,5/10/2016 20:12,945,2219,FALSE,7.30128E+17
A Kentucky parent earning the minimum wage spends 40% of their income on child care.Let's make sure no family has to spend more than 10%.,5/10/2016 20:05,1032,2481,FALSE,7.30127E+17
Quality affordable child care isn't a luxury for the few. It's a necessity that too many Americans are struggling to achieve.,5/10/2016 19:58,954,2784,FALSE,7.30125E+17
Hillary's in Kentucky today talking with families about child care. Tune in to watch live: https://t.co/D1eYgSaIzU https://t.co/9igrQ68nU4,5/10/2016 19:53,534,1244,FALSE,7.30124E+17
"A woman told Hillary she was fired after losing her baby: ""What happened to you was not only wrong—it's illegal.""https://t.co/DekJBHSA44",5/10/2016 18:56,1731,3311,FALSE,7.30109E+17
No family should have to pay more than 10% of its income on child care. https://t.co/HDlh3ddbb4,5/10/2016 15:02,687,1372,FALSE,7.3005E+17
West Virginians head to the polls today. RT this if you’re voting for Hillary. https://t.co/2ECEOO7DYh,5/10/2016 14:09,1374,3265,FALSE,7.30037E+17
I would borrow knowing that if the economy crashed I could make a deal. —@realDonaldTrumphttps://t.co/yXKufwOU6g,5/10/2016 13:00,1250,1675,FALSE,7.3002E+17
Trump is floating an insane idea that would tank the American economy. —@businessinsider https://t.co/ssVajpX6Yf,5/10/2016 2:58,1724,2541,FALSE,7.29868E+17
Americans need a raise. https://t.co/56Ltrh7uxV,5/10/2016 1:34,1317,3292,FALSE,7.29847E+17
Women earn just $0.79 for every $1 men do.That's a problem for all of us. https://t.co/dG8nh59dHF https://t.co/OpUw08xWOF,5/9/2016 23:12,1572,2880,FALSE,7.29811E+17
Applying [Trump's] idea to the United States would destroy the economy. —@VoxDotComhttps://t.co/ssVajpFvzF,5/9/2016 19:27,1587,2424,FALSE,7.29755E+17
If you have a mother a wife a sister a daughter who is working it affects you —Hillary on equal pay for women: https://t.co/qM16OacO9H,5/9/2016 19:09,1143,2485,FALSE,7.2975E+17
Live on Facebook: Hillary leads a roundtable discussion with working families in Virginia. Watch → https://t.co/qM16OacO9H,5/9/2016 18:42,381,969,FALSE,7.29743E+17
Making America a more just nation requires honest talk about policies that can lift up those still hurting. https://t.co/p6q1rNadJb,5/9/2016 16:59,879,1762,FALSE,7.29717E+17
When Hillary introduced this innovative preschool program to Arkansas families it spread across the nation.https://t.co/d4IJXAURGi,5/9/2016 16:03,1796,3153,FALSE,7.29703E+17
Donald Trump could be our next Commander-in-Chief. Here's who thinks that's a good idea. https://t.co/xykspfpMU5,5/9/2016 13:02,886,1308,FALSE,7.29658E+17
Here's what you can do to make sure @realDonaldTrump never reaches the White House: https://t.co/8saCz16aUp,5/9/2016 0:41,1227,2200,FALSE,7.29471E+17
It's only been an incredible gift. Hillary talks about becoming a grandmother and watching Chelsea become a mom.https://t.co/NHuHYM15Q9,5/8/2016 22:23,1960,6010,FALSE,7.29436E+17
She was determined to give me and my brothers opportunities far beyond anything she'd known. —Hillary on her momhttps://t.co/RdzGIqlhfE,5/8/2016 15:11,2367,5727,FALSE,7.29328E+17
Happy Mother's Day to Charlotte's mom and my wonderful daughter @ChelseaClinton. -H https://t.co/tm3zS1jSRv,5/8/2016 14:02,2049,11700,FALSE,7.29311E+17
New #MadeForHistory designs from @DVF and @evafehren. Get them before they're gone → https://t.co/RzlHZ6LeHO https://t.co/Xkg0TiYNpo,5/8/2016 1:45,507,1286,FALSE,7.29125E+17
.@realDonaldTrump would force all schools to allow guns in classrooms—on his first day in office.Seriously. https://t.co/snpugpBMoW,5/7/2016 23:13,2072,2529,FALSE,7.29087E+17
Preguntamos a varios neoyorquinos sobre Donald Trump—y estas fueron sus reacciones. https://t.co/F1nvX17tPt,5/7/2016 19:59,418,794,FALSE,7.29038E+17
In 1970 Diane Crump rode her way into history at the #KentuckyDerby becoming the first woman to compete. https://t.co/XKkiNVlXla,5/7/2016 18:04,1736,4491,FALSE,7.29009E+17
Son of a Pakistani bus driver champion of workers' rights and human rights and now Mayor of London. Congrats @SadiqKhan. -H,5/7/2016 14:52,11037,19243,FALSE,7.28961E+17
62 reasons why Donald Trump should never become president (from members of his own party). https://t.co/0gYEctRjSe,5/7/2016 13:51,2203,3297,FALSE,7.28945E+17
@JLo thanks for this. Women are so much more than the roles they've been assigned. -H,5/7/2016 0:50,1774,3585,FALSE,7.28749E+17
Substance abuse and drug addiction hurt our kids friends neighbors and loved ones. We've got to solve this.https://t.co/MmUxHvRHOY,5/6/2016 21:55,1483,3106,FALSE,7.28705E+17
I get along with everybody. —@realDonaldTrumpAbout that...https://t.co/QHYq3vScho,5/6/2016 20:02,5315,7174,FALSE,7.28676E+17
Imaginemos un mañana en el que ningún niño crezca bajo las sombras de la discriminación o la deportación.https://t.co/WKMGJ0kE5k,5/6/2016 19:06,906,1680,FALSE,7.28662E+17
Are you a Republican who thinks @realDonaldTrump should not become president?Tell us why: https://t.co/OvwepPNXoC,5/6/2016 15:52,1074,1976,FALSE,7.28613E+17
We asked a dozen people how they feel about a Donald Trump presidency.They were…honest. https://t.co/4G3WhW4EVd,5/6/2016 15:27,785,1526,FALSE,7.28607E+17
We're not going to round up millions of immigrants and deport them—no matter how many times Trump says he wants to. https://t.co/HzFWUT1XFl,5/6/2016 13:05,2281,3689,FALSE,7.28571E+17
This is the man the @GOP has selected to be their nominee for president. https://t.co/rm4BjlPhkk,5/6/2016 2:49,4685,6113,FALSE,7.28416E+17
Volkswagen workers in TN are raising their voices for the rights they deserve. VW should meet them at the table. -H https://t.co/kQQTEXplGL,5/6/2016 1:21,842,1810,FALSE,7.28394E+17
We cannot let Donald Trump become the next president. https://t.co/1nFZbCiGV2,5/6/2016 0:56,1467,3387,FALSE,7.28388E+17
Comprehensive immigration reform will bring people out of the shadows and into our economy. https://t.co/NUlSKmWCGD,5/5/2016 23:32,2826,7251,FALSE,7.28367E+17
We should be fighting to keep families together not rip them apart. https://t.co/hd6FCPdwvo,5/5/2016 23:07,1298,3041,FALSE,7.28361E+17
5.5 million kids in the U.S. have at least one undocumented parent. Trump's deportations would hurt them the most. https://t.co/rJMiq7KYwk,5/5/2016 22:48,1229,1912,FALSE,7.28356E+17
FACT: Donald Trump would end birthright citizenship. https://t.co/RJfgxTC2Ou,5/5/2016 22:34,957,1335,FALSE,7.28352E+17
Last night Trump stood by his plans to ban Muslims from entering the U.S. and deport millions of immigrants. https://t.co/8KYse7wy4P,5/5/2016 22:11,1999,2362,FALSE,7.28346E+17
Trump podría ser tu próximo Comandante del Ejército. ¿Cómo es su visión sobre la política exterior? Irresponsable. https://t.co/9MZs1jUFoV,5/5/2016 21:31,529,737,FALSE,7.28336E+17
“I love Hispanics!” —Trump 52 minutes ago https://t.co/b9mv7nUduN“They’re gonna be deported.” —Trump yesterday https://t.co/HzFWUT1XFl,5/5/2016 19:49,5949,6822,FALSE,7.28311E+17
Everything I say I'm gonna do folks I do.What Trump says he'll do as president: deport millions of immigrants.https://t.co/HzFWUTjywT,5/5/2016 19:11,1323,1857,FALSE,7.28301E+17
I want more Americans to believe again we are all in this together.https://t.co/VECLFeVoyC,5/5/2016 18:43,1477,2900,FALSE,7.28294E+17
They say your friends reflect who you really are... https://t.co/aubM6KS0BG,5/5/2016 15:57,1016,1593,FALSE,7.28252E+17
"Do you still believe that Muslims should be banned from entering the country?@realDonaldTrump: ""Yes.""https://t.co/rm4Bjm6SbS",5/5/2016 14:29,2519,2825,FALSE,7.2823E+17
Republicans agree: Donald Trump is reckless dangerous and divisive. https://t.co/fUkISvxMmc,5/5/2016 13:03,3944,6266,FALSE,7.28208E+17
President Trump?Nope: https://t.co/LFfa59OaHX,5/5/2016 3:14,814,1874,FALSE,7.2806E+17
